code,description,chapter,phecode,rank
013.16,"Tuberculoma of meninges, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",AB,010,
013.2,Tuberculoma of brain,AB,010,2
013.20,"Tuberculoma of brain, unspecified",AB,010,35
013.21,"Tuberculoma of brain, bacteriological or histological examination not done",AB,010,
013.22,"Tuberculoma of brain, bacteriological or histological examination unknown (at present)",AB,010,
013.23,"Tuberculoma of brain, tubercle bacilli found (in sputum) by microscopy",AB,010,4
013.24,"Tuberculoma of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",AB,010,
013.25,"Tuberculoma of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",AB,010,
013.26,"Tuberculoma of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",AB,010,6
013.3,Tuberculous abscess of brain,AB,010,
013.30,"Tuberculous abscess of brain, unspecified",AB,010,5
013.31,"Tuberculous abscess of brain, bacteriological or histological examination not done",AB,010,
013.32,"Tuberculous abscess of brain, bacteriological or histological examination unknown (at present)",AB,010,
013.33,"Tuberculous abscess of brain, tubercle bacilli found (in sputum) by microscopy",AB,010,
013.34,"Tuberculous abscess of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",AB,010,
013.35,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",AB,010,
013.36,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",AB,010,
013.4,Tuberculoma of spinal cord,AB,010,
013.40,"Tuberculoma of spinal cord, unspecified",AB,010,
013.41,"Tuberculoma of spinal cord, bacteriological or histological examination not done",AB,010,
013.42,"Tuberculoma of spinal cord, bacteriological or histological examination unknown (at present)",AB,010,
013.43,"Tuberculoma of spinal cord, tubercle bacilli found (in sputum) by microscopy",AB,010,
013.44,"Tuberculoma of spinal cord, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",AB,010,
013.45,"Tuberculoma of spinal cord, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",AB,010,
013.46,"Tuberculoma of spinal cord, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",AB,010,
013.5,Tuberculous abscess of spinal cord,AB,010,1
013.50,"Tuberculous abscess of spinal cord, unspecified",AB,010,19
013.51,"Tuberculous abscess of spinal cord, bacteriological or histological examination not done",AB,010,
013.52,"Tuberculous abscess of spinal cord, bacteriological or histological examination unknown (at present)",AB,010,
013.53,"Tuberculous abscess of spinal cord, tubercle bacilli found (in sputum) by microscopy",AB,010,
013.54,"Tuberculous abscess of spinal cord, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",AB,010,
013.55,"Tuberculous abscess of spinal cord, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",AB,010,
013.56,"Tuberculous abscess of spinal cord, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",AB,010,
013.6,Tuberculous encephalitis or myelitis,AB,010,
013.60,"Tuberculous encephalitis or myelitis, unspecified",AB,010,2
013.61,"Tuberculous encephalitis or myelitis, bacteriological or histological examination not done",AB,010,
013.62,"Tuberculous encephalitis or myelitis, bacteriological or histological examination unknown (at present)",AB,010,2
013.63,"Tuberculous encephalitis or myelitis, tubercle bacilli found (in sputum) by microscopy",AB,010,
013.64,"Tuberculous encephalitis or myelitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",AB,010,
013.65,"Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",AB,010,1
013.66,"Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",AB,010,2
013.8,Other specified tuberculosis of central nervous system,AB,010,
013.80,"Other specified tuberculosis of central nervous system, unspecified",AB,010,1
013.81,"Other specified tuberculosis of central nervous system, bacteriological or histological examination not done",AB,010,
013.82,"Other specified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)",AB,010,
013.83,"Other specified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy",AB,010,2
013.84,"Other specified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",AB,010,
013.85,"Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",AB,010,
013.86,"Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",AB,010,
013.9,Unspecified tuberculosis of central nervous system,AB,010,3
013.90,"Unspecified tuberculosis of central nervous system, unspecified",AB,010,9
013.91,"Unspecified tuberculosis of central nervous system, bacteriological or histological examination not done",AB,010,
013.92,"Unspecified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)",AB,010,
013.93,"Unspecified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy",AB,010,1
013.94,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",AB,010,2
013.95,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",AB,010,
013.96,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",AB,010,
014,"Tuberculosis of intestines, peritoneum, and mesenteric glands",AB,010,2
014.0,Tuberculous peritonitis,AB,010,5
014.00,"Tuberculous peritonitis, unspecified",AB,010,19
014.01,"Tuberculous peritonitis, bacteriological or histological examination not done",AB,010,1
014.02,"Tuberculous peritonitis, bacteriological or histological examination unknown (at present)",AB,010,2
014.03,"Tuberculous peritonitis, tubercle bacilli found (in sputum) by microscopy",AB,010,2
014.04,"Tuberculous peritonitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",AB,010,10
014.05,"Tuberculous peritonitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",AB,010,8
014.06,"Tuberculous peritonitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",AB,010,
014.8,Tuberculosis of intestines and mesenteric glands,AB,010,1
014.80,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, unspecified",AB,010,69
014.81,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination not done",AB,010,
014.82,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination unknown (at present)",AB,010,
014.83,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli found (in sputum) by microscopy",AB,010,2
014.84,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",AB,010,5
014.85,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",AB,010,7
014.86,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",AB,010,11
015,Tuberculosis of bones and joints,AB,010,2
015.0,Tuberculosis of vertebral column,AB,010,2
015.00,"Tuberculosis of vertebral column, unspecified",AB,010,255
015.01,"Tuberculosis of vertebral column, bacteriological or histological examination not done",AB,010,5
015.02,"Tuberculosis of vertebral column, bacteriological or histological examination unknown (at present)",AB,010,7
015.03,"Tuberculosis of vertebral column, tubercle bacilli found (in sputum) by microscopy",AB,010,9
015.04,"Tuberculosis of vertebral column, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",AB,010,9
015.05,"Tuberculosis of vertebral column, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",AB,010,
015.06,"Tuberculosis of vertebral column, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",AB,010,13
015.1,Tuberculosis of hip,AB,010,
015.10,"Tuberculosis of hip, unspecified",AB,010,8
015.11,"Tuberculosis of hip, bacteriological or histological examination not done",AB,010,
015.12,"Tuberculosis of hip, bacteriological or histological examination unknown (at present)",AB,010,
015.13,"Tuberculosis of hip, tubercle bacilli found (in sputum) by microscopy",AB,010,
015.14,"Tuberculosis of hip, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",AB,010,
015.15,"Tuberculosis of hip, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",AB,010,
015.16,"Tuberculosis of hip, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",AB,010,
015.2,Tuberculosis of knee,AB,010,
015.20,"Tuberculosis of knee, unspecified",AB,010,18
015.21,"Tuberculosis of knee, bacteriological or histological examination not done",AB,010,
015.22,"Tuberculosis of knee, bacteriological or histological examination unknown (at present)",AB,010,
015.23,"Tuberculosis of knee, tubercle bacilli found (in sputum) by microscopy",AB,010,
015.24,"Tuberculosis of knee, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",AB,010,8
015.25,"Tuberculosis of knee, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",AB,010,2
015.26,"Tuberculosis of knee, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",AB,010,
015.5,Tuberculosis of limb bones,AB,010,3
015.50,"Tuberculosis of limb bones, unspecified",AB,010,14
015.51,"Tuberculosis of limb bones, bacteriological or histological examination not done",AB,010,
015.52,"Tuberculosis of limb bones, bacteriological or histological examination unknown (at present)",AB,010,
015.53,"Tuberculosis of limb bones, tubercle bacilli found (in sputum) by microscopy",AB,010,
015.54,"Tuberculosis of limb bones, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",AB,010,2
015.55,"Tuberculosis of limb bones, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",AB,010,
015.56,"Tuberculosis of limb bones, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",AB,010,
015.6,Tuberculosis of mastoid,AB,010,
015.60,"Tuberculosis of mastoid, unspecified",AB,010,
015.61,"Tuberculosis of mastoid, bacteriological or histological examination not done",AB,010,
015.62,"Tuberculosis of mastoid, bacteriological or histological examination unknown (at present)",AB,010,
015.63,"Tuberculosis of mastoid, tubercle bacilli found (in sputum) by microscopy",AB,010,
015.64,"Tuberculosis of mastoid, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",AB,010,
